@relation bank-weka.filters.supervised.attribute.MergeNominalValues-L0.05-Rfirst-last

@attribute age numeric
@attribute job_merged_values {admin._or_housemaid_or_management,blue-collar,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,retired_or_student_or_unknown}
@attribute marital_merged_values {divorced_or_single,married}
@attribute education_merged_values {primary_or_secondary_or_unknown,tertiary}
@attribute default_merged_values {no_or_yes}
@attribute balance numeric
@attribute housing {no,yes}
@attribute loan {no,yes}
@attribute contact_merged_values {cellular_or_telephone,unknown}
@attribute day numeric
@attribute month_merged_values {apr_or_feb,aug_or_jan_or_jul_or_jun_or_nov,dec_or_mar_or_oct_or_sep,may}
@attribute duration numeric
@attribute campaign numeric
@attribute pdays numeric
@attribute previous numeric
@attribute poutcome {failure,other,success,unknown}
@attribute y {no,yes}

@data
56,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,tertiary,no_or_yes,401,yes,no,cellular_or_telephone,20,aug_or_jan_or_jul_or_jun_or_nov,26,1,-1,0,unknown,no
29,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,33,no,no,unknown,1,aug_or_jan_or_jul_or_jun_or_nov,161,1,-1,0,unknown,no
38,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,506,yes,yes,unknown,12,aug_or_jan_or_jul_or_jun_or_nov,122,1,-1,0,unknown,no
59,admin._or_housemaid_or_management,married,tertiary,no_or_yes,1881,no,no,cellular_or_telephone,19,aug_or_jan_or_jul_or_jun_or_nov,456,2,-1,0,unknown,no
42,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,344,yes,no,unknown,3,aug_or_jan_or_jul_or_jun_or_nov,26,7,-1,0,unknown,no
46,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,0,yes,no,unknown,12,may,51,9,-1,0,unknown,no
31,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,3,yes,no,cellular_or_telephone,28,aug_or_jan_or_jul_or_jun_or_nov,37,12,-1,0,unknown,no
35,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,221,yes,no,cellular_or_telephone,14,may,150,1,360,1,failure,no
50,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,36,no,no,cellular_or_telephone,13,aug_or_jan_or_jul_or_jun_or_nov,104,10,-1,0,unknown,no
42,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,969,yes,no,cellular_or_telephone,13,may,721,1,-1,0,unknown,no
36,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,760,no,no,unknown,20,aug_or_jan_or_jul_or_jun_or_nov,9,13,-1,0,unknown,no
25,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,220,no,no,cellular_or_telephone,26,may,68,1,-1,0,unknown,no
42,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,10907,no,no,cellular_or_telephone,4,may,74,3,-1,0,unknown,no
27,retired_or_student_or_unknown,divorced_or_single,tertiary,no_or_yes,-148,yes,no,cellular_or_telephone,11,dec_or_mar_or_oct_or_sep,146,3,224,1,other,no
32,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,415,yes,no,unknown,2,aug_or_jan_or_jul_or_jun_or_nov,777,4,-1,0,unknown,yes
57,admin._or_housemaid_or_management,married,tertiary,no_or_yes,1341,yes,no,unknown,8,may,339,2,-1,0,unknown,no
48,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,865,yes,no,cellular_or_telephone,13,may,78,2,-1,0,unknown,no
34,blue-collar,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,-566,yes,no,unknown,26,may,248,2,-1,0,unknown,no
33,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,210,yes,yes,unknown,20,may,201,1,-1,0,unknown,no
26,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,1275,yes,no,unknown,20,aug_or_jan_or_jul_or_jun_or_nov,18,9,-1,0,unknown,no
50,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,579,no,no,cellular_or_telephone,26,aug_or_jan_or_jul_or_jun_or_nov,83,4,-1,0,unknown,no
60,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,tertiary,no_or_yes,2934,no,no,cellular_or_telephone,8,aug_or_jan_or_jul_or_jun_or_nov,233,2,-1,0,unknown,no
47,admin._or_housemaid_or_management,married,tertiary,no_or_yes,6637,yes,no,cellular_or_telephone,17,apr_or_feb,174,2,-1,0,unknown,no
31,admin._or_housemaid_or_management,married,tertiary,no_or_yes,271,no,no,cellular_or_telephone,18,aug_or_jan_or_jul_or_jun_or_nov,89,1,-1,0,unknown,no
52,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,tertiary,no_or_yes,0,no,no,cellular_or_telephone,9,aug_or_jan_or_jul_or_jun_or_nov,145,3,94,4,success,no
36,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,472,yes,no,unknown,19,aug_or_jan_or_jul_or_jun_or_nov,1017,1,-1,0,unknown,no
43,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,487,yes,no,unknown,7,may,548,2,-1,0,unknown,no
30,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,tertiary,no_or_yes,699,yes,no,cellular_or_telephone,11,aug_or_jan_or_jul_or_jun_or_nov,213,4,-1,0,unknown,no
32,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,150,no,no,cellular_or_telephone,5,apr_or_feb,210,1,-1,0,unknown,no
31,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,1130,yes,no,cellular_or_telephone,17,apr_or_feb,224,3,74,4,failure,no
29,admin._or_housemaid_or_management,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,584,yes,no,unknown,16,aug_or_jan_or_jul_or_jun_or_nov,541,19,-1,0,unknown,no
48,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,3186,no,yes,cellular_or_telephone,9,apr_or_feb,104,1,-1,0,unknown,no
32,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,133,no,no,cellular_or_telephone,15,apr_or_feb,171,1,-1,0,unknown,yes
30,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,868,no,no,cellular_or_telephone,7,aug_or_jan_or_jul_or_jun_or_nov,387,2,-1,0,unknown,no
48,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,480,yes,no,cellular_or_telephone,15,may,830,1,352,2,failure,yes
51,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,1883,yes,no,unknown,5,may,57,1,-1,0,unknown,no
34,admin._or_housemaid_or_management,married,tertiary,no_or_yes,606,no,no,cellular_or_telephone,20,apr_or_feb,97,1,-1,0,unknown,yes
35,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,603,yes,no,cellular_or_telephone,17,apr_or_feb,474,2,-1,0,unknown,no
49,admin._or_housemaid_or_management,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,548,no,no,cellular_or_telephone,31,aug_or_jan_or_jul_or_jun_or_nov,115,6,-1,0,unknown,no
36,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,-872,yes,yes,cellular_or_telephone,20,aug_or_jan_or_jul_or_jun_or_nov,153,1,183,1,failure,no
37,blue-collar,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,33,yes,no,cellular_or_telephone,20,aug_or_jan_or_jul_or_jun_or_nov,106,2,167,1,failure,no
37,admin._or_housemaid_or_management,married,tertiary,no_or_yes,1689,yes,no,unknown,29,may,645,2,-1,0,unknown,no
49,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,902,no,no,unknown,9,aug_or_jan_or_jul_or_jun_or_nov,210,2,-1,0,unknown,no
44,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,0,yes,yes,unknown,13,may,97,1,-1,0,unknown,no
40,retired_or_student_or_unknown,married,primary_or_secondary_or_unknown,no_or_yes,260,no,no,cellular_or_telephone,19,aug_or_jan_or_jul_or_jun_or_nov,52,1,152,6,failure,no
57,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,589,yes,no,cellular_or_telephone,2,apr_or_feb,223,1,76,4,failure,no
39,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,626,yes,no,cellular_or_telephone,11,may,126,2,-1,0,unknown,no
38,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,0,no,yes,cellular_or_telephone,16,aug_or_jan_or_jul_or_jun_or_nov,1473,6,-1,0,unknown,no
51,blue-collar,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,78,yes,no,unknown,27,may,723,2,-1,0,unknown,no
27,blue-collar,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,3792,no,no,cellular_or_telephone,22,apr_or_feb,279,2,-1,0,unknown,yes
38,blue-collar,divorced_or_single,tertiary,no_or_yes,14058,no,no,cellular_or_telephone,17,aug_or_jan_or_jul_or_jun_or_nov,293,20,-1,0,unknown,no
30,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,-522,yes,yes,cellular_or_telephone,5,may,670,2,286,6,failure,yes
36,retired_or_student_or_unknown,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,386,no,no,unknown,18,aug_or_jan_or_jul_or_jun_or_nov,359,2,-1,0,unknown,no
37,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,1978,no,no,cellular_or_telephone,9,dec_or_mar_or_oct_or_sep,404,1,182,1,success,yes
53,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,459,no,no,cellular_or_telephone,14,dec_or_mar_or_oct_or_sep,317,6,192,1,success,no
38,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,tertiary,no_or_yes,2812,yes,no,cellular_or_telephone,30,apr_or_feb,830,1,-1,0,unknown,yes
48,admin._or_housemaid_or_management,married,tertiary,no_or_yes,5057,no,yes,cellular_or_telephone,19,aug_or_jan_or_jul_or_jun_or_nov,37,1,-1,0,unknown,no
26,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,-759,yes,no,cellular_or_telephone,11,aug_or_jan_or_jul_or_jun_or_nov,191,1,-1,0,unknown,no
33,blue-collar,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,-416,yes,no,unknown,16,may,767,2,-1,0,unknown,yes
47,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,2106,yes,no,unknown,6,may,168,1,-1,0,unknown,no
45,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,220,yes,no,unknown,18,aug_or_jan_or_jul_or_jun_or_nov,89,4,-1,0,unknown,no
32,blue-collar,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,0,yes,no,unknown,2,aug_or_jan_or_jul_or_jun_or_nov,746,2,-1,0,unknown,no
69,retired_or_student_or_unknown,married,primary_or_secondary_or_unknown,no_or_yes,426,no,no,cellular_or_telephone,9,dec_or_mar_or_oct_or_sep,225,1,90,1,success,yes
65,retired_or_student_or_unknown,married,primary_or_secondary_or_unknown,no_or_yes,4717,no,no,cellular_or_telephone,6,aug_or_jan_or_jul_or_jun_or_nov,256,1,-1,0,unknown,yes
37,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,395,yes,no,unknown,6,may,219,2,-1,0,unknown,no
45,blue-collar,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,0,yes,no,cellular_or_telephone,21,aug_or_jan_or_jul_or_jun_or_nov,211,2,-1,0,unknown,no
36,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,-206,yes,no,unknown,8,may,177,2,-1,0,unknown,no
62,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,tertiary,no_or_yes,6,yes,no,cellular_or_telephone,13,dec_or_mar_or_oct_or_sep,216,1,183,4,success,yes
37,admin._or_housemaid_or_management,married,tertiary,no_or_yes,4039,no,yes,cellular_or_telephone,25,aug_or_jan_or_jul_or_jun_or_nov,106,2,-1,0,unknown,no
39,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,687,yes,no,cellular_or_telephone,9,aug_or_jan_or_jul_or_jun_or_nov,869,1,-1,0,unknown,yes
38,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,-242,yes,no,cellular_or_telephone,18,may,1173,3,278,6,success,yes
31,admin._or_housemaid_or_management,married,tertiary,no_or_yes,582,yes,no,cellular_or_telephone,15,aug_or_jan_or_jul_or_jun_or_nov,58,2,-1,0,unknown,no
58,blue-collar,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,8218,yes,no,cellular_or_telephone,31,aug_or_jan_or_jul_or_jun_or_nov,124,10,-1,0,unknown,no
44,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,1424,yes,no,cellular_or_telephone,8,aug_or_jan_or_jul_or_jun_or_nov,201,2,-1,0,unknown,no
31,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,92,yes,no,unknown,16,may,688,1,-1,0,unknown,yes
33,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,2085,no,no,cellular_or_telephone,9,apr_or_feb,501,2,-1,0,unknown,yes
36,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,tertiary,no_or_yes,197,no,no,cellular_or_telephone,30,apr_or_feb,260,1,-1,0,unknown,yes
31,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,2305,no,no,cellular_or_telephone,4,aug_or_jan_or_jul_or_jun_or_nov,139,1,-1,0,unknown,no
45,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,-547,yes,no,unknown,3,aug_or_jan_or_jul_or_jun_or_nov,214,2,-1,0,unknown,no
30,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,tertiary,no_or_yes,411,no,no,cellular_or_telephone,21,apr_or_feb,142,1,-1,0,unknown,no
34,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,584,yes,no,cellular_or_telephone,18,aug_or_jan_or_jul_or_jun_or_nov,154,2,-1,0,unknown,no
34,admin._or_housemaid_or_management,married,tertiary,no_or_yes,997,yes,yes,cellular_or_telephone,21,aug_or_jan_or_jul_or_jun_or_nov,81,1,-1,0,unknown,no
39,admin._or_housemaid_or_management,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,83,yes,no,cellular_or_telephone,30,aug_or_jan_or_jul_or_jun_or_nov,69,6,-1,0,unknown,no
41,admin._or_housemaid_or_management,married,tertiary,no_or_yes,6563,no,no,cellular_or_telephone,27,aug_or_jan_or_jul_or_jun_or_nov,136,8,-1,0,unknown,no
32,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,0,yes,no,cellular_or_telephone,31,aug_or_jan_or_jul_or_jun_or_nov,99,13,-1,0,unknown,no
32,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,0,no,no,cellular_or_telephone,21,aug_or_jan_or_jul_or_jun_or_nov,9,6,-1,0,unknown,no
36,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,398,yes,no,unknown,12,aug_or_jan_or_jul_or_jun_or_nov,278,1,-1,0,unknown,no
35,admin._or_housemaid_or_management,married,tertiary,no_or_yes,1145,yes,no,cellular_or_telephone,2,apr_or_feb,82,2,-1,0,unknown,no
32,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,2,yes,no,cellular_or_telephone,11,dec_or_mar_or_oct_or_sep,100,2,-1,0,unknown,yes
33,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,201,yes,no,cellular_or_telephone,19,aug_or_jan_or_jul_or_jun_or_nov,171,1,183,1,failure,no
49,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,563,no,no,unknown,19,aug_or_jan_or_jul_or_jun_or_nov,84,1,-1,0,unknown,no
35,admin._or_housemaid_or_management,married,tertiary,no_or_yes,3161,no,no,cellular_or_telephone,8,aug_or_jan_or_jul_or_jun_or_nov,433,2,-1,0,unknown,no
31,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,0,no,yes,cellular_or_telephone,15,aug_or_jan_or_jul_or_jun_or_nov,624,6,-1,0,unknown,no
42,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,1331,no,no,cellular_or_telephone,23,aug_or_jan_or_jul_or_jun_or_nov,698,2,-1,0,unknown,no
34,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,2929,no,no,cellular_or_telephone,14,aug_or_jan_or_jul_or_jun_or_nov,518,2,-1,0,unknown,yes
32,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,-220,yes,yes,cellular_or_telephone,25,aug_or_jan_or_jul_or_jun_or_nov,123,2,-1,0,unknown,no
29,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,5980,yes,no,unknown,28,may,317,1,-1,0,unknown,no
32,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,48,yes,no,cellular_or_telephone,20,apr_or_feb,8,3,-1,0,unknown,no
50,admin._or_housemaid_or_management,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,0,no,no,cellular_or_telephone,28,aug_or_jan_or_jul_or_jun_or_nov,118,8,-1,0,unknown,no
58,retired_or_student_or_unknown,married,primary_or_secondary_or_unknown,no_or_yes,3382,no,yes,cellular_or_telephone,28,may,294,2,309,2,failure,no
59,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,2308,no,no,cellular_or_telephone,30,apr_or_feb,815,1,87,1,other,yes
25,retired_or_student_or_unknown,married,tertiary,no_or_yes,10,yes,no,cellular_or_telephone,21,aug_or_jan_or_jul_or_jun_or_nov,857,4,-1,0,unknown,yes
57,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,162,yes,no,unknown,5,may,174,1,-1,0,unknown,no
30,blue-collar,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,1073,yes,no,cellular_or_telephone,5,may,1130,4,-1,0,unknown,no
26,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,1700,yes,no,cellular_or_telephone,7,may,13,5,-1,0,unknown,no
50,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,148,yes,no,unknown,7,may,198,2,-1,0,unknown,no
39,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,0,yes,no,cellular_or_telephone,8,may,503,1,-1,0,unknown,no
45,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,185,yes,no,cellular_or_telephone,29,aug_or_jan_or_jul_or_jun_or_nov,249,3,-1,0,unknown,no
37,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,896,no,yes,cellular_or_telephone,14,aug_or_jan_or_jul_or_jun_or_nov,343,2,-1,0,unknown,no
47,blue-collar,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,1279,yes,no,cellular_or_telephone,6,apr_or_feb,479,2,-1,0,unknown,no
50,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,tertiary,no_or_yes,199,yes,yes,cellular_or_telephone,3,apr_or_feb,116,2,253,1,failure,no
40,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,99,no,no,cellular_or_telephone,9,apr_or_feb,15,5,-1,0,unknown,no
35,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,378,yes,no,unknown,16,may,427,3,-1,0,unknown,no
53,admin._or_housemaid_or_management,married,tertiary,no_or_yes,15,no,no,cellular_or_telephone,20,aug_or_jan_or_jul_or_jun_or_nov,921,2,-1,0,unknown,yes
35,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,147,yes,yes,cellular_or_telephone,29,aug_or_jan_or_jul_or_jun_or_nov,41,1,184,7,failure,no
54,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,2225,no,yes,cellular_or_telephone,13,aug_or_jan_or_jul_or_jun_or_nov,73,2,-1,0,unknown,no
35,admin._or_housemaid_or_management,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,1810,yes,no,cellular_or_telephone,25,may,65,2,-1,0,unknown,no
31,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,-6,no,yes,cellular_or_telephone,7,aug_or_jan_or_jul_or_jun_or_nov,94,2,-1,0,unknown,no
